file:new-v1-GraphFPN.py, seed: 100
Epoch: 000, Loss: 0.72258, Train Acc: 0.44191, val Acc: 0.48499, Test Acc: 0.48499
Epoch: 068, Loss: 0.62095, Train Acc: 0.67224, val Acc: 0.60508, Test Acc: 0.63972
Epoch: 069, Loss: 0.61522, Train Acc: 0.67310, val Acc: 0.61894, Test Acc: 0.63972
Epoch: 070, Loss: 0.62514, Train Acc: 0.66071, val Acc: 0.60046, Test Acc: 0.63972
Epoch: 071, Loss: 0.61492, Train Acc: 0.63794, val Acc: 0.58661, Test Acc: 0.63972
Epoch: 072, Loss: 0.60345, Train Acc: 0.69069, val Acc: 0.61663, Test Acc: 0.63972
Epoch: 073, Loss: 0.60343, Train Acc: 0.64658, val Acc: 0.58891, Test Acc: 0.63972
Epoch: 074, Loss: 0.60443, Train Acc: 0.68233, val Acc: 0.61432, Test Acc: 0.63972
Epoch: 075, Loss: 0.63317, Train Acc: 0.68089, val Acc: 0.62356, Test Acc: 0.63972
Epoch: 076, Loss: 0.61376, Train Acc: 0.68377, val Acc: 0.58891, Test Acc: 0.63972
Epoch: 077, Loss: 0.61282, Train Acc: 0.67916, val Acc: 0.59353, Test Acc: 0.63972
Epoch: 078, Loss: 0.59436, Train Acc: 0.67685, val Acc: 0.58199, Test Acc: 0.63972
Epoch: 079, Loss: 0.59108, Train Acc: 0.69761, val Acc: 0.59815, Test Acc: 0.63972
Epoch: 080, Loss: 0.59055, Train Acc: 0.70914, val Acc: 0.61663, Test Acc: 0.63972
Epoch: 081, Loss: 0.58818, Train Acc: 0.69703, val Acc: 0.62818, Test Acc: 0.63972
Epoch: 082, Loss: 0.58907, Train Acc: 0.70799, val Acc: 0.64434, Test Acc: 0.64434
Epoch: 083, Loss: 0.58280, Train Acc: 0.71836, val Acc: 0.62587, Test Acc: 0.64434
Epoch: 084, Loss: 0.57326, Train Acc: 0.70943, val Acc: 0.61201, Test Acc: 0.64434
Epoch: 085, Loss: 0.57501, Train Acc: 0.67743, val Acc: 0.61432, Test Acc: 0.64434
Epoch: 086, Loss: 0.59297, Train Acc: 0.66388, val Acc: 0.55196, Test Acc: 0.64434
Epoch: 087, Loss: 0.56373, Train Acc: 0.71548, val Acc: 0.58199, Test Acc: 0.64434
Epoch: 088, Loss: 0.58269, Train Acc: 0.68896, val Acc: 0.58430, Test Acc: 0.64434
Epoch: 089, Loss: 0.57699, Train Acc: 0.74027, val Acc: 0.61432, Test Acc: 0.64434
Epoch: 090, Loss: 0.56734, Train Acc: 0.71634, val Acc: 0.59353, Test Acc: 0.64434
Epoch: 091, Loss: 0.57544, Train Acc: 0.72153, val Acc: 0.61663, Test Acc: 0.64434
Epoch: 092, Loss: 0.56260, Train Acc: 0.70712, val Acc: 0.57275, Test Acc: 0.64434
Epoch: 093, Loss: 0.56511, Train Acc: 0.70856, val Acc: 0.57506, Test Acc: 0.64434
Epoch: 094, Loss: 0.57333, Train Acc: 0.71836, val Acc: 0.58430, Test Acc: 0.64434
Epoch: 095, Loss: 0.55801, Train Acc: 0.72499, val Acc: 0.61894, Test Acc: 0.64434
Epoch: 096, Loss: 0.58017, Train Acc: 0.68838, val Acc: 0.57968, Test Acc: 0.64434
Epoch: 097, Loss: 0.56109, Train Acc: 0.74315, val Acc: 0.60508, Test Acc: 0.64434
Epoch: 098, Loss: 0.54606, Train Acc: 0.73220, val Acc: 0.59122, Test Acc: 0.64434
Epoch: 099, Loss: 0.54966, Train Acc: 0.73796, val Acc: 0.57968, Test Acc: 0.64434

file:new-v1-GraphFPN.py, seed: 105
Epoch: 000, Loss: 0.73449, Train Acc: 0.45344, val Acc: 0.40416, Test Acc: 0.40416
Epoch: 001, Loss: 0.71908, Train Acc: 0.54338, val Acc: 0.57968, Test Acc: 0.57968
Epoch: 002, Loss: 0.70190, Train Acc: 0.56818, val Acc: 0.55196, Test Acc: 0.57968
Epoch: 003, Loss: 0.69500, Train Acc: 0.55751, val Acc: 0.57506, Test Acc: 0.57968
Epoch: 004, Loss: 0.69969, Train Acc: 0.56212, val Acc: 0.58661, Test Acc: 0.58661
Epoch: 005, Loss: 0.69970, Train Acc: 0.56472, val Acc: 0.56351, Test Acc: 0.58661
Epoch: 006, Loss: 0.69779, Train Acc: 0.56558, val Acc: 0.59353, Test Acc: 0.59353
Epoch: 007, Loss: 0.69267, Train Acc: 0.55319, val Acc: 0.58199, Test Acc: 0.59353
Epoch: 008, Loss: 0.69522, Train Acc: 0.55491, val Acc: 0.60046, Test Acc: 0.60046
Epoch: 009, Loss: 0.69565, Train Acc: 0.55982, val Acc: 0.57737, Test Acc: 0.60046
Epoch: 010, Loss: 0.68880, Train Acc: 0.54886, val Acc: 0.60046, Test Acc: 0.60046
Epoch: 011, Loss: 0.69169, Train Acc: 0.55434, val Acc: 0.59122, Test Acc: 0.60046
Epoch: 012, Loss: 0.69010, Train Acc: 0.55693, val Acc: 0.58891, Test Acc: 0.60046
Epoch: 013, Loss: 0.68589, Train Acc: 0.55463, val Acc: 0.58661, Test Acc: 0.60046
Epoch: 014, Loss: 0.68603, Train Acc: 0.55549, val Acc: 0.58891, Test Acc: 0.60046
Epoch: 015, Loss: 0.68367, Train Acc: 0.55319, val Acc: 0.59584, Test Acc: 0.60046
Epoch: 016, Loss: 0.68048, Train Acc: 0.55924, val Acc: 0.58891, Test Acc: 0.60046
Epoch: 017, Loss: 0.68327, Train Acc: 0.55347, val Acc: 0.59353, Test Acc: 0.60046
Epoch: 018, Loss: 0.68208, Train Acc: 0.55549, val Acc: 0.58430, Test Acc: 0.60046
Epoch: 019, Loss: 0.68017, Train Acc: 0.56010, val Acc: 0.58199, Test Acc: 0.60046
Epoch: 020, Loss: 0.68148, Train Acc: 0.55895, val Acc: 0.58199, Test Acc: 0.60046
Epoch: 021, Loss: 0.68253, Train Acc: 0.56097, val Acc: 0.58199, Test Acc: 0.60046
Epoch: 022, Loss: 0.67556, Train Acc: 0.56097, val Acc: 0.58661, Test Acc: 0.60046
Epoch: 023, Loss: 0.67721, Train Acc: 0.56155, val Acc: 0.59584, Test Acc: 0.60046
Epoch: 024, Loss: 0.67707, Train Acc: 0.55837, val Acc: 0.58661, Test Acc: 0.60046
Epoch: 025, Loss: 0.67265, Train Acc: 0.56760, val Acc: 0.58430, Test Acc: 0.60046
Epoch: 026, Loss: 0.67190, Train Acc: 0.56068, val Acc: 0.59584, Test Acc: 0.60046
Epoch: 027, Loss: 0.67484, Train Acc: 0.56731, val Acc: 0.57737, Test Acc: 0.60046
Epoch: 028, Loss: 0.67450, Train Acc: 0.56472, val Acc: 0.60277, Test Acc: 0.60277
Epoch: 029, Loss: 0.67507, Train Acc: 0.54713, val Acc: 0.57506, Test Acc: 0.60277
Epoch: 030, Loss: 0.67468, Train Acc: 0.56414, val Acc: 0.58199, Test Acc: 0.60277
Epoch: 031, Loss: 0.67416, Train Acc: 0.56155, val Acc: 0.58199, Test Acc: 0.60277
Epoch: 032, Loss: 0.67408, Train Acc: 0.57336, val Acc: 0.58661, Test Acc: 0.60277
Epoch: 033, Loss: 0.67312, Train Acc: 0.56472, val Acc: 0.59584, Test Acc: 0.60277
Epoch: 034, Loss: 0.67190, Train Acc: 0.57279, val Acc: 0.59815, Test Acc: 0.60277
Epoch: 035, Loss: 0.66763, Train Acc: 0.56645, val Acc: 0.60046, Test Acc: 0.60277
Epoch: 036, Loss: 0.66774, Train Acc: 0.56616, val Acc: 0.58661, Test Acc: 0.60277
Epoch: 037, Loss: 0.67145, Train Acc: 0.57221, val Acc: 0.59584, Test Acc: 0.60277
Epoch: 038, Loss: 0.66573, Train Acc: 0.57394, val Acc: 0.60739, Test Acc: 0.60739
Epoch: 039, Loss: 0.66384, Train Acc: 0.58230, val Acc: 0.61201, Test Acc: 0.61201
Epoch: 040, Loss: 0.66047, Train Acc: 0.57654, val Acc: 0.59815, Test Acc: 0.61201
Epoch: 041, Loss: 0.66816, Train Acc: 0.57452, val Acc: 0.60046, Test Acc: 0.61201
Epoch: 042, Loss: 0.66627, Train Acc: 0.57106, val Acc: 0.57968, Test Acc: 0.61201
Epoch: 043, Loss: 0.66099, Train Acc: 0.58057, val Acc: 0.61432, Test Acc: 0.61432
Epoch: 044, Loss: 0.66197, Train Acc: 0.58172, val Acc: 0.59584, Test Acc: 0.61432
Epoch: 045, Loss: 0.66487, Train Acc: 0.59239, val Acc: 0.59353, Test Acc: 0.61432
Epoch: 046, Loss: 0.66172, Train Acc: 0.57654, val Acc: 0.57968, Test Acc: 0.61432
Epoch: 047, Loss: 0.66300, Train Acc: 0.58115, val Acc: 0.60277, Test Acc: 0.61432
Epoch: 048, Loss: 0.66168, Train Acc: 0.58230, val Acc: 0.59122, Test Acc: 0.61432
Epoch: 049, Loss: 0.65874, Train Acc: 0.59700, val Acc: 0.60046, Test Acc: 0.61432
Epoch: 050, Loss: 0.65649, Train Acc: 0.59758, val Acc: 0.61201, Test Acc: 0.61432
Epoch: 051, Loss: 0.65464, Train Acc: 0.58086, val Acc: 0.60508, Test Acc: 0.61432
Epoch: 052, Loss: 0.65272, Train Acc: 0.58288, val Acc: 0.57968, Test Acc: 0.61432
Epoch: 053, Loss: 0.65283, Train Acc: 0.60277, val Acc: 0.61201, Test Acc: 0.61432
Epoch: 054, Loss: 0.65283, Train Acc: 0.60161, val Acc: 0.59122, Test Acc: 0.61432
Epoch: 055, Loss: 0.65660, Train Acc: 0.59124, val Acc: 0.60277, Test Acc: 0.61432
Epoch: 056, Loss: 0.65455, Train Acc: 0.59787, val Acc: 0.60277, Test Acc: 0.61432
Epoch: 057, Loss: 0.65099, Train Acc: 0.61257, val Acc: 0.60970, Test Acc: 0.61432
Epoch: 058, Loss: 0.64925, Train Acc: 0.60306, val Acc: 0.62587, Test Acc: 0.62587
Epoch: 059, Loss: 0.64554, Train Acc: 0.58634, val Acc: 0.59122, Test Acc: 0.62587
Epoch: 060, Loss: 0.64862, Train Acc: 0.60853, val Acc: 0.57737, Test Acc: 0.62587
Epoch: 061, Loss: 0.64494, Train Acc: 0.61516, val Acc: 0.62587, Test Acc: 0.62587
Epoch: 062, Loss: 0.64782, Train Acc: 0.60450, val Acc: 0.59353, Test Acc: 0.62587
Epoch: 063, Loss: 0.64601, Train Acc: 0.60536, val Acc: 0.60739, Test Acc: 0.62587
Epoch: 064, Loss: 0.64546, Train Acc: 0.61516, val Acc: 0.61663, Test Acc: 0.62587
Epoch: 065, Loss: 0.64702, Train Acc: 0.61920, val Acc: 0.59815, Test Acc: 0.62587
Epoch: 066, Loss: 0.65352, Train Acc: 0.61516, val Acc: 0.59815, Test Acc: 0.62587
Epoch: 067, Loss: 0.64753, Train Acc: 0.60450, val Acc: 0.58891, Test Acc: 0.62587
Epoch: 068, Loss: 0.64067, Train Acc: 0.59037, val Acc: 0.55196, Test Acc: 0.62587
Epoch: 069, Loss: 0.65058, Train Acc: 0.60046, val Acc: 0.59815, Test Acc: 0.62587
Epoch: 070, Loss: 0.65062, Train Acc: 0.60421, val Acc: 0.61663, Test Acc: 0.62587
Epoch: 071, Loss: 0.64846, Train Acc: 0.59527, val Acc: 0.61201, Test Acc: 0.62587
Epoch: 072, Loss: 0.64877, Train Acc: 0.59152, val Acc: 0.61201, Test Acc: 0.62587
Epoch: 073, Loss: 0.64272, Train Acc: 0.61430, val Acc: 0.61201, Test Acc: 0.62587
Epoch: 074, Loss: 0.63897, Train Acc: 0.62554, val Acc: 0.58430, Test Acc: 0.62587
Epoch: 075, Loss: 0.64031, Train Acc: 0.60767, val Acc: 0.56120, Test Acc: 0.62587
Epoch: 076, Loss: 0.63483, Train Acc: 0.61862, val Acc: 0.63048, Test Acc: 0.63048
Epoch: 077, Loss: 0.64405, Train Acc: 0.60594, val Acc: 0.62587, Test Acc: 0.63048
Epoch: 078, Loss: 0.63548, Train Acc: 0.61747, val Acc: 0.62356, Test Acc: 0.63048
Epoch: 079, Loss: 0.64201, Train Acc: 0.61170, val Acc: 0.59353, Test Acc: 0.63048
Epoch: 080, Loss: 0.63275, Train Acc: 0.62958, val Acc: 0.59353, Test Acc: 0.63048
Epoch: 081, Loss: 0.63422, Train Acc: 0.59585, val Acc: 0.53349, Test Acc: 0.63048
Epoch: 082, Loss: 0.64513, Train Acc: 0.60709, val Acc: 0.63972, Test Acc: 0.63972
Epoch: 083, Loss: 0.64325, Train Acc: 0.62900, val Acc: 0.59353, Test Acc: 0.63972
Epoch: 084, Loss: 0.64043, Train Acc: 0.62468, val Acc: 0.60046, Test Acc: 0.63972
Epoch: 085, Loss: 0.63648, Train Acc: 0.62381, val Acc: 0.61432, Test Acc: 0.63972
Epoch: 086, Loss: 0.63841, Train Acc: 0.59268, val Acc: 0.61201, Test Acc: 0.63972
Epoch: 087, Loss: 0.62906, Train Acc: 0.63765, val Acc: 0.58891, Test Acc: 0.63972
Epoch: 088, Loss: 0.62937, Train Acc: 0.62496, val Acc: 0.60739, Test Acc: 0.63972
Epoch: 089, Loss: 0.63053, Train Acc: 0.64947, val Acc: 0.58199, Test Acc: 0.63972
Epoch: 090, Loss: 0.62148, Train Acc: 0.64197, val Acc: 0.60277, Test Acc: 0.63972
Epoch: 091, Loss: 0.61881, Train Acc: 0.64140, val Acc: 0.59353, Test Acc: 0.63972
Epoch: 092, Loss: 0.61669, Train Acc: 0.64630, val Acc: 0.62356, Test Acc: 0.63972
Epoch: 093, Loss: 0.62587, Train Acc: 0.65523, val Acc: 0.58199, Test Acc: 0.63972
Epoch: 094, Loss: 0.61580, Train Acc: 0.64947, val Acc: 0.57506, Test Acc: 0.63972
Epoch: 095, Loss: 0.61487, Train Acc: 0.63419, val Acc: 0.61663, Test Acc: 0.63972
Epoch: 096, Loss: 0.60587, Train Acc: 0.64687, val Acc: 0.60508, Test Acc: 0.63972
Epoch: 097, Loss: 0.59820, Train Acc: 0.66792, val Acc: 0.62356, Test Acc: 0.63972
Epoch: 098, Loss: 0.61447, Train Acc: 0.65091, val Acc: 0.63972, Test Acc: 0.63972
Epoch: 099, Loss: 0.60367, Train Acc: 0.65494, val Acc: 0.55889, Test Acc: 0.63972

file:new-v1-GraphFPN.py, seed: 110
Epoch: 000, Loss: 0.71739, Train Acc: 0.48314, val Acc: 0.49654, Test Acc: 0.49654
Epoch: 001, Loss: 0.70130, Train Acc: 0.57884, val Acc: 0.54273, Test Acc: 0.54273
Epoch: 002, Loss: 0.70041, Train Acc: 0.56443, val Acc: 0.58661, Test Acc: 0.58661
Epoch: 003, Loss: 0.70514, Train Acc: 0.58259, val Acc: 0.52425, Test Acc: 0.58661
Epoch: 004, Loss: 0.69383, Train Acc: 0.58345, val Acc: 0.53118, Test Acc: 0.58661
Epoch: 005, Loss: 0.69481, Train Acc: 0.57625, val Acc: 0.51732, Test Acc: 0.58661
Epoch: 006, Loss: 0.68808, Train Acc: 0.58489, val Acc: 0.51732, Test Acc: 0.58661
Epoch: 007, Loss: 0.68674, Train Acc: 0.58259, val Acc: 0.54273, Test Acc: 0.58661
Epoch: 008, Loss: 0.69360, Train Acc: 0.58807, val Acc: 0.54042, Test Acc: 0.58661
Epoch: 009, Loss: 0.68614, Train Acc: 0.58201, val Acc: 0.52656, Test Acc: 0.58661
Epoch: 010, Loss: 0.68008, Train Acc: 0.58634, val Acc: 0.53811, Test Acc: 0.58661
Epoch: 011, Loss: 0.68351, Train Acc: 0.57365, val Acc: 0.52887, Test Acc: 0.58661
Epoch: 012, Loss: 0.68424, Train Acc: 0.57509, val Acc: 0.53580, Test Acc: 0.58661
Epoch: 013, Loss: 0.67920, Train Acc: 0.57942, val Acc: 0.52194, Test Acc: 0.58661
Epoch: 014, Loss: 0.67799, Train Acc: 0.56356, val Acc: 0.53349, Test Acc: 0.58661
Epoch: 015, Loss: 0.68237, Train Acc: 0.58086, val Acc: 0.53811, Test Acc: 0.58661
Epoch: 016, Loss: 0.68378, Train Acc: 0.57279, val Acc: 0.52194, Test Acc: 0.58661
Epoch: 017, Loss: 0.68314, Train Acc: 0.59181, val Acc: 0.53349, Test Acc: 0.58661
Epoch: 018, Loss: 0.68227, Train Acc: 0.58980, val Acc: 0.54273, Test Acc: 0.58661
Epoch: 019, Loss: 0.68179, Train Acc: 0.57250, val Acc: 0.51501, Test Acc: 0.58661
Epoch: 020, Loss: 0.67832, Train Acc: 0.56875, val Acc: 0.51963, Test Acc: 0.58661
Epoch: 021, Loss: 0.68327, Train Acc: 0.58086, val Acc: 0.52425, Test Acc: 0.58661
Epoch: 022, Loss: 0.68277, Train Acc: 0.58057, val Acc: 0.53118, Test Acc: 0.58661
Epoch: 023, Loss: 0.68004, Train Acc: 0.55520, val Acc: 0.51963, Test Acc: 0.58661
Epoch: 024, Loss: 0.67292, Train Acc: 0.56443, val Acc: 0.52194, Test Acc: 0.58661
Epoch: 025, Loss: 0.67045, Train Acc: 0.58403, val Acc: 0.52656, Test Acc: 0.58661
Epoch: 026, Loss: 0.67871, Train Acc: 0.57452, val Acc: 0.51963, Test Acc: 0.58661
Epoch: 027, Loss: 0.67628, Train Acc: 0.57336, val Acc: 0.53118, Test Acc: 0.58661
Epoch: 028, Loss: 0.67863, Train Acc: 0.56789, val Acc: 0.51963, Test Acc: 0.58661
Epoch: 029, Loss: 0.67676, Train Acc: 0.58345, val Acc: 0.54273, Test Acc: 0.58661
Epoch: 030, Loss: 0.67750, Train Acc: 0.56645, val Acc: 0.53118, Test Acc: 0.58661
Epoch: 031, Loss: 0.67404, Train Acc: 0.55751, val Acc: 0.52425, Test Acc: 0.58661
Epoch: 032, Loss: 0.66887, Train Acc: 0.57769, val Acc: 0.52194, Test Acc: 0.58661
Epoch: 033, Loss: 0.67021, Train Acc: 0.55693, val Acc: 0.51732, Test Acc: 0.58661
Epoch: 034, Loss: 0.67175, Train Acc: 0.56299, val Acc: 0.51039, Test Acc: 0.58661
Epoch: 035, Loss: 0.67101, Train Acc: 0.55722, val Acc: 0.51963, Test Acc: 0.58661
Epoch: 036, Loss: 0.66448, Train Acc: 0.55780, val Acc: 0.51732, Test Acc: 0.58661
Epoch: 037, Loss: 0.66046, Train Acc: 0.55664, val Acc: 0.51501, Test Acc: 0.58661
Epoch: 038, Loss: 0.66791, Train Acc: 0.56299, val Acc: 0.51501, Test Acc: 0.58661
Epoch: 039, Loss: 0.66088, Train Acc: 0.56356, val Acc: 0.51501, Test Acc: 0.58661
Epoch: 040, Loss: 0.66171, Train Acc: 0.56299, val Acc: 0.51732, Test Acc: 0.58661
Epoch: 041, Loss: 0.66298, Train Acc: 0.56645, val Acc: 0.52425, Test Acc: 0.58661
Epoch: 042, Loss: 0.66438, Train Acc: 0.58374, val Acc: 0.52656, Test Acc: 0.58661
Epoch: 043, Loss: 0.66750, Train Acc: 0.57394, val Acc: 0.53811, Test Acc: 0.58661
Epoch: 044, Loss: 0.66302, Train Acc: 0.58057, val Acc: 0.50808, Test Acc: 0.58661
Epoch: 045, Loss: 0.65956, Train Acc: 0.56645, val Acc: 0.51501, Test Acc: 0.58661
Epoch: 046, Loss: 0.66027, Train Acc: 0.56327, val Acc: 0.51732, Test Acc: 0.58661
Epoch: 047, Loss: 0.65671, Train Acc: 0.56500, val Acc: 0.51732, Test Acc: 0.58661
Epoch: 048, Loss: 0.65767, Train Acc: 0.58778, val Acc: 0.53580, Test Acc: 0.58661
Epoch: 049, Loss: 0.64962, Train Acc: 0.58028, val Acc: 0.51039, Test Acc: 0.58661
Epoch: 050, Loss: 0.65227, Train Acc: 0.58864, val Acc: 0.52887, Test Acc: 0.58661
Epoch: 051, Loss: 0.64383, Train Acc: 0.58634, val Acc: 0.52887, Test Acc: 0.58661
Epoch: 052, Loss: 0.64435, Train Acc: 0.58778, val Acc: 0.53349, Test Acc: 0.58661
Epoch: 053, Loss: 0.64752, Train Acc: 0.57509, val Acc: 0.52656, Test Acc: 0.58661
Epoch: 054, Loss: 0.64525, Train Acc: 0.58864, val Acc: 0.54042, Test Acc: 0.58661
Epoch: 055, Loss: 0.64069, Train Acc: 0.59873, val Acc: 0.54734, Test Acc: 0.58661
Epoch: 056, Loss: 0.63214, Train Acc: 0.59873, val Acc: 0.56351, Test Acc: 0.58661
Epoch: 057, Loss: 0.63315, Train Acc: 0.60277, val Acc: 0.54273, Test Acc: 0.58661
Epoch: 058, Loss: 0.64291, Train Acc: 0.60075, val Acc: 0.56813, Test Acc: 0.58661
Epoch: 059, Loss: 0.63995, Train Acc: 0.60796, val Acc: 0.55196, Test Acc: 0.58661
Epoch: 060, Loss: 0.63911, Train Acc: 0.62179, val Acc: 0.57968, Test Acc: 0.58661
